자치구,범죄유형,장소카테고리,시간대,자치구_encoded,범죄유형_encoded,장소카테고리_encoded,시간대_encoded,p_district,p_place,p_time,시간_중앙값,is_night,is_rush_hour,crime_severity,risk_score,is_high_risk
영등포구,폭력,업무지구,21시-24시,19,4,2,7,0.05275606300291908,0.1528317812227443,0.1457719423866046,22.5,1,0,2,12.778452029011783,0
영등포구,폭력,다중이용시설,00시-03시,19,4,1,0,0.05275606300291908,0.441124834707256,0.08839607832337308,1.5,1,0,2,27.64481379815986,0
영등포구,폭력,다중이용시설,03시-06시,19,4,1,1,0.05275606300291908,0.441124834707256,0.04249745256258434,4.5,1,0,2,24.689877541674562,0
영등포구,폭력,다중이용시설,06시-09시,19,4,1,2,0.05275606300291908,0.441124834707256,0.06459819338492467,7.5,0,1,2,26.112714920106697,0
영등포구,폭력,다중이용시설,09시-12시,19,4,1,3,0.05275606300291908,0.441124834707256,0.11899630965823028,10.5,0,0,2,29.614845177736697,0
영등포구,폭력,다중이용시설,12시-15시,19,4,1,4,0.05275606300291908,0.441124834707256,0.15724573820605325,13.5,0,0,2,32.07732899576776,0
영등포구,폭력,다중이용시설,15시-18시,19,4,1,5,0.05275606300291908,0.441124834707256,0.1801967723279447,16.5,0,0,2,33.55490793689035,0
영등포구,폭력,다중이용시설,18시-21시,19,4,1,6,0.05275606300291908,0.441124834707256,0.20229751315028505,19.5,0,1,2,34.97774531532248,0
영등포구,폭력,다중이용시설,21시-24시,19,4,1,7,0.05275606300291908,0.441124834707256,0.1457719423866046,22.5,1,0,2,31.338650338086403,0
영등포구,폭력,기타,00시-03시,19,4,0,0,0.05275606300291908,0.12816869707115325,0.08839607832337308,1.5,1,0,2,7.496815411233152,0
영등포구,폭력,기타,03시-06시,19,4,0,1,0.05275606300291908,0.12816869707115325,0.04249745256258434,4.5,1,0,2,4.54187915474785,0
영등포구,폭력,기타,06시-09시,19,4,0,2,0.05275606300291908,0.12816869707115325,0.06459819338492467,7.5,0,1,2,5.964716533179983,0
영등포구,폭력,기타,09시-12시,19,4,0,3,0.05275606300291908,0.12816869707115325,0.11899630965823028,10.5,0,0,2,9.46684679080998,0
